날짜,노선번호,역/정류장명,승차인원,하차인원,교통수단
20230904,경부선,천안,7870,7245,지하철
20230904,경부선,당정,7267,6875,지하철
20230904,경부선,서동탄,1697,1418,지하철
20230904,경부선,광명,3918,3428,지하철
20230904,경원선,이촌(국립중앙박물관),4374,3471,지하철
20230904,경원선,서빙고,2506,2358,지하철
20230904,경원선,한남,4434,4197,지하철
20230904,경원선,옥수,72,56,지하철
20230904,경원선,응봉,2130,1812,지하철
20230904,경원선,왕십리(성동구청),17282,17026,지하철
20230904,경원선,청량리(서울시립대입구),16396,17770,지하철
20230904,경원선,외대앞,11160,11357,지하철
20230904,경원선,신이문,9069,8496,지하철
20230904,경원선,석계,8240,9295,지하철
20230904,경원선,광운대,10251,9914,지하철
20230904,경원선,월계,8429,7909,지하철
20230904,경원선,녹천,5065,4313,지하철
20230904,경원선,방학,10661,10452,지하철
20230904,경원선,도봉,6320,6113,지하철
20230904,경원선,도봉산,7664,4860,지하철
20230904,경원선,망월사,10013,10257,지하철
20230904,경원선,회룡,13971,13733,지하철
20230904,경원선,의정부,18905,18974,지하철
20230904,경원선,가능,7038,6859,지하철
20230904,경원선,녹양,4807,4544,지하철
20230904,경원선,양주,8374,7773,지하철
20230904,경원선,덕계,5231,4603,지하철
20230904,경원선,덕정,6955,6515,지하철
20230904,경원선,지행,7183,7096,지하철
20230904,경원선,동두천중앙,3314,3102,지하철
20230904,경원선,보산,1789,1738,지하철
20230904,경원선,동두천,2816,2973,지하철
20230904,경원선,소요산,2557,2105,지하철
20230904,경의선,서울역,5360,6734,지하철
20230904,경의선,신촌,1231,1554,지하철
20230904,경의선,효창공원앞,3691,4070,지하철
20230904,경의선,공덕,4202,3692,지하철
20230904,경의선,서강대,2699,2665,지하철
20230904,경의선,홍대입구,1979,2268,지하철
20230904,경의선,가좌,6871,6456,지하철
20230904,경의선,디지털미디어시티,3144,2803,지하철
20230904,경의선,수색,3528,3678,지하철
20230904,경의선,화전,3985,3789,지하철
20230904,경의선,강매,3710,3206,지하철
20230904,경의선,행신,9123,9196,지하철
20230904,경의선,능곡,5465,4946,지하철
20230904,경의선,곡산,753,774,지하철
20230904,경의선,백마,8179,7906,지하철
20230904,경의선,풍산,6438,6053,지하철
20230904,경의선,일산,11888,11511,지하철
20230904,경의선,탄현,8972,8414,지하철
20230904,경의선,야당,9073,8944,지하철
20230904,경의선,운정,8245,7441,지하철
20230904,경의선,금릉,5882,5558,지하철
20230904,경의선,금촌,6937,6853,지하철
20230904,경의선,월롱,2607,2483,지하철
20230904,경의선,파주,1852,1403,지하철
20230904,경의선,문산,6140,5692,지하철
20230904,경의선,임진강,9,13,지하철
20230904,경의선,운천,6,4,지하철
20230904,경인선,개봉,23764,23365,지하철
20230904,경인선,오류동,12526,11800,지하철
20230904,경인선,역곡,30481,30456,지하철
20230904,경인선,부천,33619,33159,지하철
20230904,경인선,송내,29574,29222,지하철
20230904,경인선,부평,28820,30553,지하철
20230904,경인선,백운,7977,7753,지하철
20230904,경인선,동암,17012,16822,지하철
20230904,경인선,주안,20768,19014,지하철
20230904,경인선,제물포,12483,11870,지하철
20230904,경인선,동인천,14828,13687,지하철
20230904,경인선,인천,3652,2842,지하철
20230904,경인선,구일,8128,7994,지하철
20230904,경인선,소사,8603,8276,지하철
20230904,경인선,부개,9772,9048,지하철
20230904,경인선,간석,6406,6018,지하철
20230904,경인선,도원,3613,3702,지하철
20230904,경인선,온수(성공회대입구),7234,6853,지하철
20230904,경인선,중동,10028,9364,지하철
20230904,경인선,도화,4510,4105,지하철
20230904,경춘선,신내,2603,2418,지하철
20230904,경춘선,갈매,3571,3037,지하철
20230904,경춘선,별내,3592,3371,지하철
20230904,경춘선,퇴계원,4083,3637,지하철
20230904,경춘선,사릉,2769,2552,지하철
20230904,경춘선,금곡,1730,1620,지하철
20230904,경춘선,평내호평,7259,6909,지하철
20230904,경춘선,천마산,1777,1589,지하철
20230904,경춘선,마석,4373,4192,지하철
20230904,경춘선,대성리,645,490,지하철
20230904,경춘선,청평,1871,1678,지하철
20230904,경춘선,상천,289,279,지하철
20230904,경춘선,가평,1841,1702,지하철
20230904,경춘선,굴봉산,129,135,지하철
20230904,경춘선,백양리,84,80,지하철
20230904,경춘선,강촌,509,506,지하철
20230904,경춘선,김유정,364,360,지하철
20230904,경춘선,남춘천,2590,2908,지하철
20230904,경춘선,춘천,1822,2010,지하철
20230904,공항철도 1호선,서울역,12355,11023,지하철
20230904,공항철도 1호선,공덕,2952,3728,지하철
20230904,공항철도 1호선,홍대입구,12570,12153,지하철
20230904,공항철도 1호선,디지털미디어시티,15873,14953,지하철
20230904,공항철도 1호선,마곡나루(서울식물원),11419,10997,지하철
20230904,공항철도 1호선,김포공항,10689,6226,지하철
20230904,공항철도 1호선,계양,14471,13445,지하철
20230904,공항철도 1호선,검암,7667,7654,지하철
20230904,공항철도 1호선,청라국제도시,8118,7565,지하철
20230904,공항철도 1호선,운서,9243,9451,지하철
20230904,공항철도 1호선,공항화물청사,2353,2611,지하철
20230904,공항철도 1호선,인천공항1터미널,13902,12609,지하철
20230904,공항철도 1호선,인천공항2터미널,6760,5618,지하철
20230904,공항철도 1호선,영종,4197,4154,지하철
20230904,과천선,선바위,8708,7529,지하철
20230904,과천선,경마공원,951,878,지하철
20230904,과천선,대공원,2404,2575,지하철
20230904,과천선,과천,7101,6492,지하철
20230904,과천선,정부과천청사,12472,13106,지하철
20230904,과천선,인덕원,26566,27367,지하철
20230904,과천선,평촌,20082,19619,지하철
20230904,과천선,범계,28203,28198,지하철
20230904,분당선,선릉,15195,23039,지하철
20230904,분당선,한티,16374,17912,지하철
20230904,분당선,도곡,8495,8357,지하철
20230904,분당선,구룡,3102,2913,지하철
20230904,분당선,개포동,5334,5531,지하철
20230904,분당선,대모산입구,6732,6367,지하철
20230904,분당선,수서,15914,16319,지하철
20230904,분당선,수원,8660,7595,지하철
20230904,분당선,서울숲,12617,12913,지하철
20230904,분당선,압구정로데오,18783,20287,지하철
20230904,분당선,강남구청,10406,11875,지하철
20230904,분당선,선정릉,8954,9432,지하철
20230904,분당선,가천대,14320,15308,지하철
20230904,분당선,태평,14709,13994,지하철
20230904,분당선,모란,27435,28246,지하철
20230904,분당선,야탑,26965,28368,지하철
20230904,분당선,서현,25078,25581,지하철
20230904,분당선,수내,15114,15270,지하철
20230904,분당선,정자,19780,20523,지하철
20230904,분당선,미금,16492,17530,지하철
20230904,분당선,오리,12411,10422,지하철
20230904,분당선,이매,6300,5933,지하철
20230904,분당선,보정,3048,2632,지하철
20230904,분당선,죽전,15481,17164,지하철
20230904,분당선,구성,5781,5818,지하철
20230904,분당선,신갈,5452,5426,지하철
20230904,분당선,기흥,12351,11650,지하철
20230904,분당선,상갈,6225,5809,지하철
20230904,분당선,청명,5036,5033,지하철
20230904,분당선,영통,9686,10130,지하철
20230904,분당선,망포,16891,16106,지하철
20230904,분당선,매탄권선,6047,5828,지하철
20230904,분당선,수원시청,13949,15006,지하철
20230904,분당선,매교,5580,5554,지하철
20230904,서해선,김포공항,2596,3383,지하철
20230904,서해선,원종,4082,4340,지하철
20230904,서해선,부천종합운동장,2558,1891,지하철
20230904,수인선,고색,5861,5542,지하철
20230904,수인선,오목천,5433,4809,지하철
20230904,수인선,어천,1254,1227,지하철
20230904,수인선,야목,485,362,지하철
20230904,수인선,사리,5681,4914,지하철
20230904,수인선,달월,105,54,지하철
20230904,수인선,월곶,3011,2794,지하철
20230904,수인선,소래포구,5766,5346,지하철
20230904,수인선,인천논현,5930,6357,지하철
20230904,수인선,호구포,4427,4641,지하철
20230904,수인선,남동인더스파크,2386,2721,지하철
20230904,수인선,원인재,4711,4896,지하철
20230904,수인선,연수,5089,4866,지하철
20230904,수인선,송도,2776,2422,지하철
20230904,수인선,인하대,8403,8212,지하철
20230904,수인선,숭의,4638,4282,지하철
20230904,수인선,신포,1915,1879,지하철
20230904,수인선,인천,1032,1582,지하철
20230904,신림선,샛강,3443,3631,지하철
20230904,신림선,대방,2984,2133,지하철
20230904,신림선,서울지방병무청,3221,3512,지하철
20230904,신림선,보라매,4197,3878,지하철
20230904,신림선,보라매공원,2329,2622,지하철
20230904,신림선,보라매병원,8535,8786,지하철
20230904,신림선,당곡,4986,4996,지하철
20230904,신림선,신림,1889,2592,지하철
20230904,신림선,서원,3799,3303,지하철
20230904,신림선,서울대벤처타운,9808,9463,지하철
20230904,신림선,관악산(서울대),3193,3283,지하철
20230904,안산선,산본,17389,18760,지하철
20230904,안산선,대야미,5299,4766,지하철
20230904,안산선,반월,4619,4535,지하철
20230904,안산선,상록수,17413,17572,지하철
20230904,안산선,한대앞,10866,11236,지하철
20230904,안산선,중앙,19834,20706,지하철
20230904,안산선,고잔,10110,9308,지하철
20230904,안산선,초지,5995,6113,지하철
20230904,안산선,안산,12777,11437,지하철
20230904,안산선,신길온천,2113,1845,지하철
20230904,안산선,정왕,11476,12036,지하철
20230904,안산선,오이도,9030,8571,지하철
20230904,안산선,수리산,4661,3848,지하철
20230904,우이신설선,북한산우이,2941,2655,지하철
20230904,우이신설선,솔밭공원,3002,2793,지하철
20230904,우이신설선,4.19민주묘지,4400,4413,지하철
20230904,우이신설선,가오리,4817,4739,지하철
20230904,우이신설선,화계,4000,3859,지하철
20230904,우이신설선,삼양,2265,2401,지하철
20230904,우이신설선,삼양사거리,2834,2796,지하철
20230904,우이신설선,솔샘,6583,6337,지하철
20230904,우이신설선,북한산보국문,6766,6756,지하철
20230904,우이신설선,정릉,5435,4818,지하철
20230904,우이신설선,성신여대입구(돈암),3735,4314,지하철
20230904,우이신설선,보문,1713,1727,지하철
20230904,우이신설선,신설동,2516,2402,지하철
20230904,일산선,원흥,12810,12299,지하철
20230904,일산선,삼송,21113,20379,지하철
20230904,일산선,원당,12175,11426,지하철
20230904,일산선,화정,18877,19100,지하철
20230904,일산선,대곡,3142,2258,지하철
20230904,일산선,백석,10671,10819,지하철
20230904,일산선,마두,8710,8776,지하철
20230904,일산선,정발산,7126,7294,지하철
20230904,일산선,주엽,10666,10696,지하철
20230904,일산선,대화,14858,11082,지하철
20230904,장항선,봉명,1573,1605,지하철
20230904,장항선,쌍용(나사렛대),3420,3383,지하철
20230904,장항선,아산,4765,4071,지하철
20230904,장항선,탕정,1648,1501,지하철
20230904,장항선,배방,1367,1293,지하철
20230904,장항선,온양온천,6259,6352,지하철
20230904,장항선,신창(순천향대),2928,3633,지하철
20230904,중앙선,회기,30268,29683,지하철
20230904,중앙선,중랑,6102,5870,지하철
20230904,중앙선,상봉(시외버스터미널),6235,5968,지하철
20230904,중앙선,망우,8244,8056,지하철
20230904,중앙선,양원,3580,3493,지하철
20230904,중앙선,구리,14490,14536,지하철
20230904,중앙선,도농,13067,11604,지하철
20230904,중앙선,양정,689,589,지하철
20230904,중앙선,덕소,6119,5848,지하철
20230904,중앙선,도심,2800,2138,지하철
20230904,중앙선,팔당,791,788,지하철
20230904,중앙선,운길산,648,649,지하철
20230904,중앙선,양수,2014,1953,지하철
20230904,중앙선,신원,229,203,지하철
20230904,중앙선,국수,830,807,지하철
20230904,중앙선,아신,644,655,지하철
20230904,중앙선,오빈,332,307,지하철
20230904,중앙선,양평,3145,3101,지하철
20230904,중앙선,원덕,415,360,지하철
20230904,중앙선,용문,2038,1903,지하철
20230904,중앙선,지평,57,64,지하철
20230905,1호선,서울역,54615,51483,지하철
20230905,1호선,시청,29450,29055,지하철
20230905,1호선,종각,43962,44056,지하철
20230905,1호선,종로3가,27381,24550,지하철
20230905,1호선,종로5가,27796,27328,지하철
20230905,1호선,동대문,11834,11363,지하철
20230905,1호선,신설동,15238,14668,지하철
20230905,1호선,제기동,18923,19419,지하철
20230905,1호선,청량리(서울시립대입구),22962,22313,지하철
20230905,1호선,동묘앞,8777,8949,지하철
20230905,2호선,시청,29465,28208,지하철
20230905,2호선,을지로입구,53894,54719,지하철
20230905,2호선,을지로3가,27773,27164,지하철
20230905,2호선,을지로4가,16222,16449,지하철
20230905,2호선,동대문역사문화공원(DDP),17062,19138,지하철
20230905,2호선,신당,15930,16478,지하철
20230905,2호선,상왕십리,16053,15869,지하철
20230905,2호선,왕십리(성동구청),17360,14417,지하철
20230905,2호선,한양대,17721,19815,지하철
20230905,2호선,뚝섬,25612,27521,지하철
20230905,2호선,성수,42890,46501,지하철
20230905,2호선,건대입구,36722,38928,지하철
20230905,2호선,구의(광진구청),26710,26210,지하철
20230905,2호선,강변(동서울터미널),30858,28761,지하철
20230905,2호선,잠실나루,17742,17327,지하철
20230905,2호선,잠실(송파구청),77702,78062,지하철
20230905,2호선,잠실새내,25895,25840,지하철
20230905,2호선,종합운동장,17554,19579,지하철
20230905,2호선,삼성(무역센터),60461,61191,지하철
20230905,2호선,선릉,66529,58444,지하철
20230905,2호선,역삼,61847,66949,지하철
20230905,2호선,강남,86917,83653,지하철
20230905,2호선,교대(법원.검찰청),35581,42740,지하철
20230905,2호선,서초,25280,24278,지하철
20230905,2호선,방배,21778,22275,지하철
20230905,2호선,사당,42296,46316,지하철
20230905,2호선,낙성대(강감찬),30124,29654,지하철
20230905,2호선,서울대입구(관악구청),51912,50301,지하철
20230905,2호선,봉천,26025,24588,지하철
20230905,2호선,신림,57680,54985,지하철
20230905,2호선,신대방,27533,26825,지하철
20230905,2호선,구로디지털단지,64297,63870,지하철
20230905,2호선,대림(구로구청),25648,26115,지하철
20230905,2호선,신도림,53545,51850,지하철
20230905,2호선,문래,24680,25244,지하철
20230905,2호선,영등포구청,24234,24731,지하철
20230905,2호선,당산,20097,23593,지하철
20230905,2호선,합정,32741,34554,지하철
20230905,2호선,홍대입구,64013,66841,지하철
20230905,2호선,신촌,44177,47432,지하철
20230905,2호선,이대,19959,22147,지하철
20230905,2호선,아현,12195,11696,지하철
20230905,2호선,충정로(경기대입구),11329,12020,지하철
20230905,2호선,용답,3356,3535,지하철
20230905,2호선,신답,1825,2086,지하철
20230905,2호선,신설동,3465,3334,지하철
20230905,2호선,도림천,1477,1494,지하철
20230905,2호선,양천구청,7653,8206,지하철
20230905,2호선,신정네거리,11376,11858,지하철
20230905,2호선,용두(동대문구청),2792,2719,지하철
20230905,3호선,지축,7573,7532,지하철
20230905,3호선,구파발,23744,23047,지하철
20230905,3호선,연신내,37559,35813,지하철
20230905,3호선,불광,18144,19390,지하철
20230905,3호선,녹번,17961,16476,지하철
20230905,3호선,홍제,20318,19416,지하철
20230905,3호선,무악재,4971,4965,지하철
20230905,3호선,독립문,7880,8024,지하철
20230905,3호선,경복궁(정부서울청사),25213,24903,지하철
20230905,3호선,안국,28111,28690,지하철
20230905,3호선,종로3가,11712,13383,지하철
20230905,3호선,을지로3가,12990,13082,지하철
20230905,3호선,충무로,1,0,지하철
20230905,3호선,동대입구,12366,14111,지하철
20230905,3호선,약수,14613,14196,지하철
20230905,3호선,금호,8810,8232,지하철
20230905,3호선,옥수,9754,9839,지하철
20230905,3호선,압구정,34418,37253,지하철
20230905,3호선,신사,29896,30809,지하철
20230905,3호선,잠원,5905,5678,지하철
20230905,3호선,고속터미널,43294,40174,지하철
20230905,3호선,교대(법원.검찰청),18767,11796,지하철
20230905,3호선,남부터미널(예술의전당),31723,32385,지하철
20230905,3호선,양재(서초구청),41332,45019,지하철
20230905,3호선,매봉,14480,13879,지하철
20230905,3호선,도곡,5767,5827,지하철
20230905,3호선,대치,13199,13292,지하철
20230905,3호선,학여울,2201,2226,지하철
20230905,3호선,대청,11841,10975,지하철
20230905,3호선,일원,12957,12533,지하철
20230905,3호선,수서,19628,19910,지하철
20230905,3호선,가락시장,10220,9900,지하철
20230905,3호선,경찰병원,8462,8278,지하철
20230905,3호선,오금,7522,6826,지하철
20230905,4호선,당고개,10500,9094,지하철
20230905,4호선,상계,21636,20374,지하철
20230905,4호선,노원,20253,23491,지하철
20230905,4호선,창동,27591,29449,지하철
20230905,4호선,쌍문,31980,29833,지하철
20230905,4호선,수유(강북구청),37219,37524,지하철
20230905,4호선,미아(서울사이버대학),17430,16982,지하철
20230905,4호선,미아사거리,28816,28285,지하철
20230905,4호선,길음,25078,25350,지하철
20230905,4호선,성신여대입구(돈암),24436,23431,지하철
20230905,4호선,한성대입구(삼선교),16507,15936,지하철
20230905,4호선,혜화,38550,38671,지하철
20230905,4호선,동대문,22602,23095,지하철
20230905,4호선,동대문역사문화공원(DDP),20939,18321,지하철
20230905,4호선,충무로,36149,36321,지하철
20230905,4호선,명동,35074,37331,지하철
20230905,4호선,회현(남대문시장),30061,30753,지하철
20230905,4호선,서울역,14099,21094,지하철
20230905,4호선,숙대입구(갈월),17480,16674,지하철
20230905,4호선,삼각지,6132,6732,지하철
20230905,4호선,신용산,18633,19941,지하철
20230905,4호선,이촌(국립중앙박물관),9429,10318,지하철
20230905,4호선,동작(현충원),1490,1665,지하철
20230905,4호선,총신대입구(이수),20794,22506,지하철
20230905,4호선,사당,28551,24807,지하철
20230905,4호선,남태령,1426,1234,지하철
20230905,5호선,방화,7644,7390,지하철
20230905,5호선,개화산,6556,6318,지하철
20230905,5호선,김포공항,8984,7410,지하철
20230905,5호선,송정,6874,6452,지하철
20230905,5호선,마곡,13202,13426,지하철
20230905,5호선,발산,24308,24930,지하철
20230905,5호선,우장산,16997,16725,지하철
20230905,5호선,화곡,31886,29767,지하철
20230905,5호선,까치산,30794,29824,지하철
20230905,5호선,신정(은행정),15081,12470,지하철
20230905,5호선,목동,18783,20396,지하철
20230905,5호선,오목교(목동운동장앞),22557,24113,지하철
20230905,5호선,양평,8382,8216,지하철
20230905,5호선,영등포구청,5090,5021,지하철
20230905,5호선,영등포시장,11616,12054,지하철
20230905,5호선,신길,5152,5245,지하철
20230905,5호선,여의도,32324,34147,지하철
20230905,5호선,여의나루,13497,15027,지하철
20230905,5호선,마포,16746,17003,지하철
20230905,5호선,공덕,16516,17213,지하철
20230905,5호선,애오개,7766,7642,지하철
20230905,5호선,충정로(경기대입구),5436,5694,지하철
20230905,5호선,서대문,23263,23578,지하철
20230905,5호선,광화문(세종문화회관),36110,38403,지하철
20230905,5호선,종로3가,14562,14443,지하철
20230905,5호선,을지로4가,7524,7543,지하철
20230905,5호선,동대문역사문화공원(DDP),3521,4076,지하철
20230905,5호선,청구,4399,4063,지하철
20230905,5호선,신금호,7210,7643,지하철
20230905,5호선,행당,9109,8152,지하철
20230905,5호선,왕십리(성동구청),4825,5268,지하철
20230905,5호선,마장,6726,6378,지하철
20230905,5호선,답십리,17429,16092,지하철
20230905,5호선,장한평,20845,20699,지하철
20230905,5호선,군자(능동),12465,13718,지하철
20230905,5호선,아차산(어린이대공원후문),15922,15431,지하철
20230905,5호선,광나루(장신대),15087,13889,지하철
20230905,5호선,천호(풍납토성),19720,19576,지하철
20230905,5호선,강동,20004,19538,지하철
20230905,5호선,길동,8803,9147,지하철
20230905,5호선,굽은다리(강동구민회관앞),10692,10223,지하철
20230905,5호선,명일,10072,10265,지하철
20230905,5호선,고덕,11609,11326,지하철
20230905,5호선,상일동,16242,15479,지하철
20230905,5호선,둔촌동,9481,9557,지하철
20230905,5호선,올림픽공원(한국체대),4969,4338,지하철
20230905,5호선,방이,8023,8403,지하철
20230905,5호선,오금,4172,4160,지하철
20230905,5호선,개롱,7351,7544,지하철
20230905,5호선,거여,11594,11273,지하철
20230905,5호선,마천,8471,7888,지하철
20230905,5호선,강일,6219,5793,지하철
20230905,5호선,미사,18308,18607,지하철
20230905,5호선,하남풍산,5025,5032,지하철
20230905,5호선,하남시청(덕풍·신장),8488,8241,지하철
20230905,5호선,하남검단산,6640,6340,지하철
20230905,6호선,응암,19338,19230,지하철
20230905,6호선,역촌,4346,5185,지하철
20230905,6호선,불광,4786,4853,지하철
20230905,6호선,독바위,3160,3251,지하철
20230905,6호선,구산,8823,6892,지하철
20230905,6호선,새절(신사),14643,13628,지하철
20230905,6호선,증산(명지대앞),10968,11136,지하철
20230905,6호선,디지털미디어시티,16772,18400,지하철
20230905,6호선,월드컵경기장(성산),4390,4732,지하철
20230905,6호선,마포구청,16536,14962,지하철
20230905,6호선,망원,15108,16028,지하철
20230905,6호선,합정,13815,13909,지하철
20230905,6호선,상수,10803,12127,지하철
20230905,6호선,광흥창(서강),10906,10438,지하철
20230905,6호선,대흥(서강대앞),11480,11806,지하철
20230905,6호선,공덕,21797,21254,지하철
20230905,6호선,효창공원앞,8588,8220,지하철
20230905,6호선,삼각지,8012,7211,지하철
20230905,6호선,녹사평(용산구청),5115,4940,지하철
20230905,6호선,이태원,11638,12253,지하철
20230905,6호선,한강진,10219,11802,지하철
20230905,6호선,버티고개,2486,2478,지하철
20230905,6호선,약수,4336,4225,지하철
20230905,6호선,청구,4325,4357,지하철
20230905,6호선,신당,9721,10277,지하철
20230905,6호선,동묘앞,8518,8996,지하철
20230905,6호선,창신,4132,3661,지하철
20230905,6호선,보문,8955,8337,지하철
20230905,6호선,안암(고대병원앞),17829,17453,지하철
20230905,6호선,고려대(종암),11085,10800,지하철
20230905,6호선,월곡(동덕여대),14972,14396,지하철
20230905,6호선,상월곡(한국과학기술연구원),7652,7383,지하철
20230905,6호선,돌곶이,11097,10235,지하철
20230905,6호선,석계,14089,14907,지하철
20230905,6호선,태릉입구,6142,7231,지하철
20230905,6호선,화랑대(서울여대입구),14705,11411,지하철
20230905,6호선,봉화산(서울의료원),10308,9656,지하철
20230905,7호선,장암,3046,1216,지하철
20230905,7호선,도봉산,10486,12154,지하철
20230905,7호선,수락산,13797,13717,지하철
20230905,7호선,마들,14606,13756,지하철
20230905,7호선,노원,21743,22134,지하철
20230905,7호선,중계,16735,15615,지하철
20230905,7호선,하계,20236,19226,지하철
20230905,7호선,공릉(서울과학기술대),13862,13641,지하철
20230905,7호선,태릉입구,10737,9945,지하철
20230905,7호선,먹골,11293,11190,지하철
20230905,7호선,중화,11966,11740,지하철
20230905,7호선,상봉(시외버스터미널),18168,17303,지하철
20230905,7호선,면목,17544,17324,지하철
20230905,7호선,사가정,17919,18128,지하철
20230905,7호선,용마산(용마폭포공원),6471,6314,지하철
20230905,7호선,중곡,12154,11533,지하철
20230905,7호선,군자(능동),16701,13402,지하철
20230905,7호선,어린이대공원(세종대),20030,20722,지하철
20230905,7호선,건대입구,15334,15624,지하철
20230905,7호선,뚝섬유원지,9168,8946,지하철
20230905,7호선,청담,21818,24232,지하철
20230905,7호선,강남구청,18576,20632,지하철
20230905,7호선,학동,27617,28696,지하철
20230905,7호선,논현,20009,20450,지하철
20230905,7호선,반포,7112,6797,지하철
20230905,7호선,고속터미널,16709,14936,지하철
20230905,7호선,내방,16896,17134,지하철
20230905,7호선,이수,17123,16623,지하철
20230905,7호선,남성,13311,12485,지하철
20230905,7호선,숭실대입구(살피재),18220,18498,지하철
20230905,7호선,상도,14309,14188,지하철
20230905,7호선,장승배기,10398,10169,지하철
20230905,7호선,신대방삼거리,16935,16146,지하철
20230905,7호선,보라매,7728,7906,지하철
20230905,7호선,신풍,12656,11833,지하철
20230905,7호선,대림(구로구청),8860,9081,지하철
20230905,7호선,남구로,17373,18004,지하철
20230905,7호선,가산디지털단지,51513,51834,지하철
20230905,7호선,철산,23666,24215,지하철
20230905,7호선,광명사거리,21857,21556,지하철
20230905,7호선,천왕,13021,12543,지하철
20230905,7호선,온수(성공회대입구),12476,11449,지하철
20230905,8호선,암사,20951,18474,지하철
20230905,8호선,천호(풍납토성),15825,18223,지하철
20230905,8호선,강동구청,11825,12383,지하철
20230905,8호선,몽촌토성(평화의문),7146,7062,지하철
20230905,8호선,잠실(송파구청),16399,18679,지하철
20230905,8호선,석촌,8521,9764,지하철
20230905,8호선,송파,10525,10524,지하철
20230905,8호선,가락시장,8891,9707,지하철
20230905,8호선,문정,24358,25247,지하철
20230905,8호선,장지,19107,17422,지하철
20230905,8호선,복정,11049,9218,지하철
20230905,8호선,산성,5817,5876,지하철
20230905,8호선,남한산성입구(성남법원.검찰청),16274,15098,지하철
20230905,8호선,단대오거리,13717,13135,지하철
20230905,8호선,신흥,5518,5896,지하철
20230905,8호선,수진,5805,5333,지하철
20230905,8호선,모란,4988,3931,지하철
20230905,8호선,남위례,7615,7781,지하철
20230905,9호선,개화,3274,2071,지하철
20230905,9호선,김포공항,6951,9907,지하철
20230905,9호선,공항시장,3230,3440,지하철
20230905,9호선,신방화,7797,7774,지하철
20230905,9호선,마곡나루(서울식물원),14371,14298,지하철
20230905,9호선,양천향교,11302,11551,지하철
20230905,9호선,가양,24221,23748,지하철
20230905,9호선,증미,9205,8919,지하철
20230905,9호선,등촌,13159,12786,지하철
20230905,9호선,염창,19692,18947,지하철
20230905,9호선,신목동,4921,4213,지하철
20230905,9호선,선유도,10192,9700,지하철
20230905,9호선,당산,21198,21423,지하철
20230905,9호선,국회의사당,19929,20863,지하철
20230905,9호선,여의도,32624,31860,지하철
20230905,9호선,샛강,7358,7412,지하철
20230905,9호선,노량진,28005,27254,지하철
20230905,9호선,노들,5273,4250,지하철
20230905,9호선,흑석(중앙대입구),11412,11466,지하철
20230905,9호선,동작(현충원),1916,1606,지하철
20230905,9호선,구반포,1205,1228,지하철
20230905,9호선,신반포,4199,4324,지하철
20230905,9호선,고속터미널,14086,18313,지하철
20230905,9호선,사평,4606,4498,지하철
20230905,9호선,신논현,32047,31281,지하철
20230905,9호선2~3단계,언주,13280,13065,지하철
20230905,9호선2~3단계,선정릉,11101,12008,지하철
20230905,9호선2~3단계,삼성중앙,9553,9882,지하철
20230905,9호선2~3단계,봉은사,21796,21804,지하철
20230905,9호선2~3단계,종합운동장,5576,5488,지하철
20230905,9호선2~3단계,삼전,8250,7989,지하철
20230905,9호선2~3단계,석촌고분,7522,7538,지하철
20230905,9호선2~3단계,석촌,9862,8842,지하철
20230905,9호선2~3단계,송파나루,5570,6102,지하철
20230905,9호선2~3단계,한성백제,3073,2865,지하철
20230905,9호선2~3단계,올림픽공원(한국체대),7119,7364,지하철
20230905,9호선2~3단계,둔촌오륜,1259,1196,지하철
20230905,9호선2~3단계,중앙보훈병원,13939,12364,지하철
20230905,경강선,판교,6366,6459,지하철
20230905,경강선,이매,1392,1208,지하철
20230905,경강선,삼동,2939,2686,지하철
20230905,경강선,경기광주,8950,8428,지하철
20230905,경강선,초월,3947,3728,지하철
20230905,경강선,곤지암,2623,2485,지하철
20230905,경강선,신둔도예촌,1729,1586,지하철
20230905,경강선,이천,2862,2997,지하철
20230905,경강선,부발,2275,2175,지하철
20230905,경강선,세종대왕릉,369,376,지하철
20230905,경강선,여주,3044,3001,지하철
20230905,경부선,서울역,7659,2518,지하철
20230905,경부선,남영,11609,12383,지하철
20230905,경부선,용산,35768,36559,지하철
20230905,경부선,노량진,8936,9078,지하철
20230905,경부선,대방,11827,13427,지하철
20230905,경부선,영등포,40053,40841,지하철
20230905,경부선,신도림,4031,4358,지하철
20230905,경부선,신길,9844,8336,지하철
20230905,경부선,구로,19232,19473,지하철
20230905,경부선,가산디지털단지,19102,21751,지하철
20230905,경부선,금천구청,12396,12462,지하철
20230905,경부선,석수,10293,9349,지하철
20230905,경부선,관악,8203,7683,지하철
20230905,경부선,안양,28827,28681,지하철
20230905,경부선,명학,11345,11279,지하철
20230905,경부선,금정,31095,31518,지하철
20230905,경부선,군포,8205,7989,지하철
20230905,경부선,의왕,10100,9981,지하철
20230905,경부선,성균관대,17299,16900,지하철
20230905,경부선,화서,9894,9375,지하철
20230905,경부선,수원,38342,40499,지하철
20230905,경부선,독산,20005,20851,지하철
20230905,경부선,세류,3620,3199,지하철
20230905,경부선,병점,18268,18465,지하철
20230905,경부선,세마,3441,3216,지하철
20230905,경부선,오산대,4467,4083,지하철
20230905,경부선,오산,10911,11191,지하철
20230905,경부선,진위,2004,1811,지하철
20230905,경부선,송탄,4639,4513,지하철
20230905,경부선,서정리,9059,8498,지하철
